feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-0.015146983682906071,0.5389439537723753,0.3415478539578016,0.9218666336630804,-0.7368557570992269,0.23415385034290212,1.2907132904411798,0.8995587166326877,0.4394068075858122,-0.18166239351365734,0
-1.4148802795395783,0.4487268334554754,-0.1246179249329039,1.0727394701338724,0.6053933434478715,0.5462460729112509,-1.6824642813412023,1.3515700814745164,0.2527832133576769,-0.0037001678843966677,1
0.3655286433373289,-0.1462247455964239,0.8782890621403737,0.365690183331664,-0.5293746868649439,0.16931540657173452,-0.6952149293360707,0.7546149635322247,0.40259776738423203,-0.46549398631239614,0
-0.27274476345336435,-1.6184617670125645,-0.29475262695295334,0.13677594507900812,-0.21361561919800626,2.252640262836506,-0.8469063325522251,-1.9031454181844794,-0.6716687187947372,-2.202551057104235,0
0.5939883634101027,-0.7915841980668328,0.0569357114498321,-0.6334641987121971,-0.8405672084190602,1.2314170619761071,1.3994877277383666,-0.6832685250522063,-0.35778969386353976,-1.3361799851916687,0
-1.2089461712062908,-1.0009247033387847,-1.0320024799675498,1.4017652250589014,-0.01960469003241762,1.935921099290105,-0.8326158725809256,-1.4834109393412036,-0.40097478514290613,-1.0766655166115024,0
2.1480658828785932,0.13963666705242764,1.6202466050085922,-1.9248742886697707,-1.291474555026343,-2.7597528301654353,-1.076962599227782,-1.6271267382055474,1.291504763119524,1.4082129198826911,1
0.5082788693584719,-0.2681108696826067,-0.7313946846403591,0.35916363730564344,-0.20158200716981908,-0.07919238445151008,-2.2275939134906944,1.3249677642037136,-0.5020546980108478,0.9564422966824655,1
1.226446847934704,-0.12432691212502654,0.23763430343807182,0.29439099423824716,0.3792783525415967,-0.37721242766395296,-0.32556092787285945,0.5700723471072139,-0.7816437163338426,-0.2755497879629873,1
-0.2849048607688998,0.3215288482639932,1.4293060003812665,-0.313181789418087,-0.561151289319899,-0.7866886588796188,1.053972669783679,-0.07403012524346209,1.5144482601406617,0.27223707974869127,1
-1.5132982547081333,0.24276036329522183,1.0967489596847073,-1.9707004858525214,-1.1037316734631015,1.8588445096524657,0.6827794410295477,-0.4991584466037574,1.3289248620881169,-2.0948931295466,0
-0.05721718473861071,0.2624355985395761,-2.272327716837325,-0.9034476951459952,1.759661229118815,-1.2636065037917834,1.1702045653822635,-0.19314321688676936,-1.502143139765216,2.185584212568293,1
1.1069103479440399,-0.5564998118660374,-0.9945604328858106,-0.1882540221933612,2.0399749993211396,-1.2401603491247881,-0.3419004287633447,-0.3611851709125059,-1.811914147551658,0.8915815996500193,1
-1.6535139662776228,-0.5070648238022659,-2.3311205495231357,0.6036262807817716,1.5649200768744436,1.059028270485251,-0.13653972342955625,-1.183686934065965,-1.2905176121172408,0.2546963500821279,0
-0.26954311413105236,0.7800841991222808,0.6768513389933376,0.5854052914098418,-0.8576151347697162,-0.13170129336270178,-0.23599010885551178,-0.15965069638131058,0.9859879180078571,-0.17637820551764896,1
0.7078575361324544,-0.5750035451928591,-0.4515391658681151,1.3478299294814042,-0.5798070969533067,0.24391943874345084,-0.003223713410593155,-0.8326105084862617,-0.39397854675594324,-0.04822834371848761,0
0.3767821805520046,-1.291062579018224,0.122596559339769,0.027758157619923177,-0.5753948030623431,1.8934243477164805,-0.08826818641224404,-1.852415447644766,-0.5835988094725757,-2.340664921704139,0
-1.5404613378302394,1.5805972095869347,-0.8539986387560571,-0.5397649612075953,1.0781017538021151,-0.7798681843519081,-0.5813681643901265,0.5623681354420222,0.21060688493689483,1.2509656150417972,1
0.32440411244986106,-0.6697898364715398,-0.2472197701756811,0.49439249228940124,-1.3603428043598875,1.295680359079655,1.0712357820854115,-1.518019758759475,-0.03866878102663478,-1.12023034884562,0
0.4520440834644477,0.7845504095569247,1.5751771013848592,1.3437618836983674,-0.49372079262048485,-2.4233907547007183,-0.14246206582508858,-1.1431788666310845,1.7369127643883366,1.3246003425910486,1
0.055734653197707464,-0.5090383465710812,-0.7901317599624811,-0.48064711399561894,-0.7043357167936971,0.5750634182096344,-0.7392610571746934,-0.5815139338531302,-0.1833680931797873,0.19929960164256932,0
-0.21578743161783873,1.364712784554919,-0.4619467983799435,-1.1353905139752762,-0.6546541960646106,-0.7451015552767546,0.39333087893232105,-0.9124018705907592,0.5267726384375151,0.7608679967356446,1
1.556340948402061,-1.0027362773364408,0.2743721744045759,0.8215587786738997,-0.011370900541235499,0.2872281249192227,-0.031952120234887256,0.77225730756615,-0.9679641490181508,-0.6433562462593723,1
-0.36023035985178825,-1.7023312413770135,-0.5588979152294213,1.166386818592297,-0.3563248461497496,1.848447804539627,-0.4545627535367317,-1.067841230773531,-0.4528340734993953,-1.0981360028490972,0
0.4900353274516618,-0.21380143183828543,-0.9833923956764812,-0.5580223969853744,-0.5328377309282074,-0.05094971094635131,1.1423576997491651,-1.424251233240749,-0.4168992850316318,0.436985726258565,0
-2.9060172590525526,1.2076072908395432,-0.5643192536335129,-0.8638956991796344,1.382156327578897,-0.3633074185543673,-0.5269090435739957,0.14381827266513691,0.9550711679676093,1.1483999929278579,1
1.2863056629211993,-1.0355118886233026,0.5376190541822552,0.483254203327545,1.5294079186340095,-0.11715716300635969,0.8594031310775471,0.5016473498815328,-1.396201004632744,-0.969421573212249,1
0.5983341043705062,0.33675073358994634,0.4973726420583917,-2.31611476053167,-1.3203853842838558,0.6045528882386605,0.14662255497047386,0.826040837012746,0.2888244538535552,-0.726582695153782,0
-0.1306691893427567,0.6841489133013788,-1.4673432417454357,-0.7919763650719635,0.4968796796811989,0.3093953844413275,0.6536047564240625,-2.024218146855251,-1.0911317676425372,-0.49504313921066206,0
-1.5353001944007194,-0.8301107891522316,1.1789111738660287,0.9186818888972151,1.4057742664606931,-0.28771197986044467,1.1308315181966155,0.10986901800561254,0.9795688473591191,0.1341712700794596,1
-0.13994453245459096,-0.15332560385680014,-0.276003212761462,-0.041586467820285015,0.13858650788563967,0.32065757595983757,-0.0843768106517367,-0.8117402915485086,-0.24117204247500323,-0.37732124230844505,1
1.0234686842409286,-0.5830041669497297,0.6785094766175145,0.4091105773701818,0.15754440559511962,0.043932680780209836,-0.2702785846399554,0.7336124682952647,-0.45045350706420506,-0.631186950610243,1
-1.1096497516190822,0.1677166514447224,-0.5564419618927189,-0.25135750583416977,0.8068589512621716,-0.7734830259546498,0.6340270485909689,-0.5164595442179539,0.36771805360810156,1.3396570357799251,1
0.31954096755693273,-0.25457533545605526,-1.326743722674868,0.10810724534839342,2.101919101051459,-0.8098118316183323,2.559532068353464,-0.13901035049823798,-1.6886082391331596,0.8600439544625753,1
-0.43631327656922764,-0.740592141792205,1.2808431504299682,0.09417184471937157,0.6748592084008663,-0.5257585650469502,-1.5216973474959106,-0.34933502226044444,0.8063817127759202,-0.02923910909828348,1
0.18905822888092103,-0.6708462257447412,0.24169950029681775,-1.1391944260869025,-0.17042098536187072,2.50807506920277,-0.1815807513537412,1.7172265608295745,-1.0043704321862996,-2.588918632135824,0
0.9922699208276687,0.17222862311352716,-0.6611572667168496,1.4254553579100473,1.3524910545854882,-0.718208886615334,1.3040449025075924,0.14509639808786895,-1.4895965632025785,0.1620569162309242,1
1.30169389304772,-0.3727617916324755,0.3895907664978962,-0.7754774840017485,0.824592828335523,-0.23004414397581338,1.0646372397691168,0.09921924656794363,-1.0709710324300572,-0.8379015443461243,1
-0.6923712814252453,-0.7220950530418092,1.287680841622996,-1.002451838468499,-0.6974106527016122,1.7044928621863216,2.6670377600304636,0.6501131519705677,0.7787272660137148,-1.8358558703626522,0
0.06333684658586314,-0.31851645018280644,-1.1522197497644684,-0.37003238702064767,1.4854076609154385,-0.3196082583467546,-0.7443756122545379,-0.6065312421044017,-1.2787178350679216,0.4359867327859443,0
-0.4930689951195568,-0.5964248645483581,-1.7880180225715125,1.7058977874678662,0.9646248864547157,0.6140018839088662,-0.0670502600452325,-1.1377386763056487,-1.2694238951436825,0.19644496630614428,0
-0.8730797332699842,-2.400286776379116,-0.8357768578688375,-0.7605863651552904,-0.8589991130815824,1.8026225699960765,-0.04590845328886057,-0.3345946345813154,0.17369149433623582,0.2285876819312875,0
