feature1_packet_length,feature2_src_port,feature3_dst_port,feature4_protocol_id,feature5_flow_duration,feature6_bytes_in,feature7_bytes_out,feature8_ttl,feature9_entropy,feature10_packet_rate,label
703.0189017760152,12536,40655,3,5668.132418938698,16432.482715797094,26267.418424109826,66.81892275880196,6.470120295511452,623.0995249447664,malware
217.03471411440032,43727,21453,2,29840.176196540913,7615.692128986298,7769.990194077121,131.21972019730802,4.330665635108925,196.3957944087834,benign
272.0546563105442,10635,3720,3,11920.779350455812,2683.9952288609065,11594.359038250981,130.58075300484418,2.8031514545166623,215.54554043822398,benign
300.1295225085553,35536,39822,2,19759.67578113093,8390.451300327964,10047.142915030945,93.03449124514341,3.484570648728304,177.0632941675215,benign
385.9466403816195,39575,28168,2,24815.82362677171,9402.818389350594,2191.5761722025263,106.5584804090471,2.593848249501328,193.0456722059164,benign
1123.5753020890565,59873,44435,2,100.0,13052.925489881534,14264.591749123738,147.74756654975113,5.471574878859261,481.43634074494787,malware
318.84916464868525,34758,28402,2,22106.635347578005,10827.486009525688,8616.40274907006,80.7669471448263,2.538447338306569,219.3966296579473,benign
580.1282193596019,27916,51875,2,6207.145496864774,16847.289660566425,21169.142895191642,83.01483351990203,4.664959410919811,641.5723325325977,malware
941.4136218372511,23256,21973,2,2874.876256262359,23455.996886269608,10650.652915620118,55.55059785794593,5.964162159383044,474.1257502193587,malware
295.55618408827047,17430,36691,2,26168.936384798024,8245.396137489715,6648.273327788976,104.46506100246259,3.6451237029272803,223.84865846262895,benign
440.4380558652392,22085,30969,2,26971.04127307445,6980.607062208228,9010.317433634775,114.3277827590314,3.9503138217131917,263.7982069814707,benign
775.7710340476783,52820,28692,3,4101.878115117848,8042.961072257335,23869.59879731461,32.0,4.647148418718466,496.9335532955825,malware
1315.1436980730505,50693,61021,3,7750.83670366186,16447.801853565466,26356.509737671415,55.5123550047662,6.118367171803638,511.6877915147385,malware
844.0472457956708,56952,8759,1,3605.8920167233646,14258.436278966205,18778.90620184504,39.4160865033389,6.203947793582712,1009.5547333963026,malware
328.8518313148636,24270,35776,3,25933.8595199267,9143.567780497844,9538.750668141627,97.477822304074,3.260041110949083,177.63247356140337,benign
987.1316420991055,58764,18253,2,1978.2545304635491,21729.860331957214,13506.870910112048,114.07021201241034,6.546930182810168,571.554265031381,malware
350.6225492885028,17517,37806,3,14654.411696505893,10426.065004434015,5369.263011687243,83.86018588160782,3.388219198063294,215.98407134343208,benign
1168.786153532092,14896,65315,2,12149.724317899996,7820.449048779328,22113.974471229565,77.8332557818188,5.72641053414589,574.778342102008,malware
1181.834239697368,53774,17911,2,7324.795369302332,17414.351150984825,17619.164274792696,100.89930110909283,5.747164280790271,602.5912770735911,malware
885.6694487789091,14641,54891,3,2799.8323375297196,21232.903001097344,22387.52443861091,68.70253351545948,3.4358889430998976,879.8237850836289,malware
661.3375796793453,33136,40227,2,1749.7253020385301,18200.544929312764,16386.500172101398,78.28422738434818,5.142071308409089,614.1636724204611,malware
373.7320089539568,2916,17039,2,18157.13545346681,6362.591793145369,8019.114138897205,83.40137759811877,4.750406481769494,205.45728424060613,benign
365.1184688158193,33384,9713,2,20358.038311336113,8612.685678740863,4253.287143975953,76.03115068104319,3.5570817307499705,51.50317304143903,benign
929.2214406236704,30,3543,2,6775.863505118961,14518.597399573893,12553.132922318335,72.92381575757305,7.904928358690314,385.343749979727,malware
193.2311514471814,44107,20216,1,23196.47043861049,6239.994211983201,4767.779182726919,60.969025198026706,4.142655139780105,294.15689198029827,benign
1093.97388087317,37380,23617,2,11577.069099972308,3460.682967803894,12596.039481864213,67.2307987724005,4.709395667345122,734.5475216211937,malware
351.6172468760046,20693,38731,1,28684.363865762127,8660.009903340298,8049.641395396955,102.80179090852316,3.26289060014855,225.3942450731267,benign
1060.6731486658914,21677,3676,2,4649.499792167564,15045.484890858219,27971.8519105356,53.748928110812415,5.732215520589901,420.3172590563321,malware
788.1964078413523,49412,55703,3,7244.814389083255,14048.151024526336,24066.005603530117,56.86034350542139,5.9409865372885005,843.6304586088826,malware
665.9381445863628,1443,60755,3,146.22617800794796,11988.453113932992,33068.45080038608,76.39309119189676,8.0,663.5211064255238,malware
347.6125620349531,5074,40444,2,11845.233933538475,3978.843743276209,2080.0314031065245,116.63692707165879,1.977761577238574,164.83960622741714,benign
307.62753595530467,3905,18056,3,25923.50004134504,8645.181868526219,11946.965231040956,127.211246643533,3.0108425024112595,212.8121689805356,benign
400.92154020284124,7864,19282,1,19875.4865681859,12058.504122317361,10978.808872960177,89.23315292380445,3.939946987428328,154.74366349844286,benign
334.7602116873045,12809,32880,2,17758.433624781377,8977.6161488067,8256.679914159151,102.32550260114762,3.3807097098423347,108.20626765036657,benign
896.1549879692444,32829,26309,3,7776.477428358807,14017.541563704646,20670.23240111606,51.69555707380245,6.700880816536542,616.1222532855818,malware
288.08245521861625,41423,33770,2,29440.5543940626,10445.452020170527,5630.863494281882,120.69744531972125,4.127233027606071,208.86921397648163,benign
999.7662122701659,3811,27195,2,4179.473178015879,6121.528447833976,19412.006227708745,73.85185852421752,6.9205648231893075,675.4625100475113,malware
